"Géographie";"Niveau Géo";"Activité économique";"Taille en tranches d'effectifs";"Forme légale avec versant de la fonction publique";"Mesures de Flores";Période;Valeur
"Massy";"Commune";"Services principalement marchands";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;187
"Massy";"Commune";"Agriculture, sylviculture et pêche";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Massy";"Commune";"Services principalement marchands";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;5165
"Bures-sur-Yvette";"Commune";"Agriculture, sylviculture et pêche";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Saint-Aubin";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Igny";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;378
"Gif-sur-Yvette";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;424
"Chilly-Mazarin";"Commune";"Construction";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;8
"Chilly-Mazarin";"Commune";"Agriculture, sylviculture et pêche";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Longjumeau";"Commune";"Industrie manufacturière, industries extractives et autres";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Marcoussis";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Montlhéry";"Commune";"Construction";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;14
"Orsay";"Commune";"Agriculture, sylviculture et pêche";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Palaiseau";"Commune";"Industrie manufacturière, industries extractives et autres";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;11
"Palaiseau";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Orsay";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Chilly-Mazarin";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Champlan";"Commune";"Agriculture, sylviculture et pêche";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Bures-sur-Yvette";"Commune";"Agriculture, sylviculture et pêche";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Saclay";"Commune";"Services principalement marchands";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;97
"Saclay";"Commune";"Industrie manufacturière, industries extractives et autres";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;915
"Marcoussis";"Commune";"Construction";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;9
"Marcoussis";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;21
"Linas";"Commune";"Total";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"Nozay";"Commune";"Construction";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Épinay-sur-Orge";"Commune";"Services principalement marchands";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;160
"Chilly-Mazarin";"Commune";"Services principalement marchands";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1369
"Longjumeau";"Commune";"Construction";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Longjumeau";"Commune";"Construction";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Longjumeau";"Commune";"Agriculture, sylviculture et pêche";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Massy";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;572
"Linas";"Commune";"Total";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;226
"Massy";"Commune";"Total";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;36567
"Saclay";"Commune";"Services principalement marchands";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;10
"Bures-sur-Yvette";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Bures-sur-Yvette";"Commune";"Services principalement marchands";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Igny";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;554
"Montlhéry";"Commune";"Total";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;324
"Palaiseau";"Commune";"Industrie manufacturière, industries extractives et autres";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;7
"Palaiseau";"Commune";"Industrie manufacturière, industries extractives et autres";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;4
"Chilly-Mazarin";"Commune";"Services principalement marchands";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;228
"Champlan";"Commune";"Agriculture, sylviculture et pêche";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Massy";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;228
"Saint-Aubin";"Commune";"Agriculture, sylviculture et pêche";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Saulx-les-Chartreux";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;131
"Palaiseau";"Commune";"Total";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1030
"Montlhéry";"Commune";"Agriculture, sylviculture et pêche";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Montlhéry";"Commune";"Agriculture, sylviculture et pêche";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Palaiseau";"Commune";"Industrie manufacturière, industries extractives et autres";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Gometz-le-Châtel";"Commune";"Construction";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;16
"Champlan";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;245
"Chilly-Mazarin";"Commune";"Total";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1722
"Linas";"Commune";"Construction";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Massy";"Commune";"Industrie manufacturière, industries extractives et autres";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;67
"Linas";"Commune";"Agriculture, sylviculture et pêche";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Bures-sur-Yvette";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;60
"Bures-sur-Yvette";"Commune";"Total";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;21
"Palaiseau";"Commune";"Services principalement marchands";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;413
"Orsay";"Commune";"Services principalement marchands";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;258
"Montlhéry";"Commune";"Total";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;458
"Montlhéry";"Commune";"Industrie manufacturière, industries extractives et autres";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;11
"Longjumeau";"Commune";"Total";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;23
"Marcoussis";"Commune";"Construction";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Linas";"Commune";"Industrie manufacturière, industries extractives et autres";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;84
"Épinay-sur-Orge";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;842
"Gif-sur-Yvette";"Commune";"Industrie manufacturière, industries extractives et autres";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Champlan";"Commune";"Agriculture, sylviculture et pêche";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Saclay";"Commune";"Industrie manufacturière, industries extractives et autres";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;16
"Saclay";"Commune";"Industrie manufacturière, industries extractives et autres";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Longjumeau";"Commune";"Construction";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Linas";"Commune";"Total";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;34
"Linas";"Commune";"Construction";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;243
"Champlan";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;125
"Gometz-le-Châtel";"Commune";"Construction";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Igny";"Commune";"Agriculture, sylviculture et pêche";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Gif-sur-Yvette";"Commune";"Agriculture, sylviculture et pêche";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Igny";"Commune";"Agriculture, sylviculture et pêche";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Palaiseau";"Commune";"Total";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;60
"Nozay";"Commune";"Total";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;119
"Gif-sur-Yvette";"Commune";"Agriculture, sylviculture et pêche";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Saclay";"Commune";"Agriculture, sylviculture et pêche";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Saclay";"Commune";"Total";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;10357
